,Akt,AP1,apoptosis,ASK1,Bad,Bax,Bcl2,Bcl2t,Bim,CAD,cas3,cas9,cellDeath,CREB,cytc,DNAfrag,EGF,EGFR,ERBB,ERK12,FGF,FGFR,FLT3,FLT3L,iCAD,iCADt,IGF1,IGF1R,IkB,IKK,JAK,JNK,KIT,LRP1,LRP1ag,MEK12,MEK36,MEK47,MOMP,NFkB,NOX,Noxa,NRG1,p38,p53,PARP,PDGF,PDGFR,PDK1,PI3K,PKC,PUMA,Raf,Ras,ROS,RSK,SCF,Shc1,Shp2,Smac,Src,STAT,Trx,Trxt,VEGF,VEGFR,xIAP,xIAPt
cas3,0.5918004683649454,-0.4078634230620465,2.1316282072803006e-13,-0.4078634230650178,-0.006393665471259746,-0.40792144574835465,0.5920785542516454,0.5920785542516454,-0.006394236178689061,2.1316282072803006e-13,-0.40792144574835465,-0.242772016027073,1.5126788710517758e-13,0.00022082862151007188,-0.13818626245230176,2.1316282072803006e-13,0.008919304973634856,0.008919304973634856,0.008919304973634856,0.00022082862151007188,0.008919304973634856,0.008919304973634856,0.008919304973634856,0.008919304973634856,2.1316282072803006e-13,2.1316282072803006e-13,0.008919304973634856,0.008919304973634856,-4.958936274834791e-06,0.0004917486463388854,5.619528351430425e-06,-0.4078634230650178,0.008919304973634856,0.5215863824851397,0.5215863824851397,0.00022082862151007188,-0.002711320288366237,-0.4078634230650178,-0.40792144574835465,0.0004917486463388854,2.1316282072803006e-13,-0.006393176463687922,0.008919304973634856,-0.002711320288366237,-0.4078634230620465,2.1316282072803006e-13,0.006889390535182838,0.006889390535182838,0.5918004683649454,0.5918004683649454,0.10024770340255817,-0.006393176463687922,0.00022082862151007188,0.00022082862151007188,-0.40792144574835465,0.00022082862151007188,0.008919304973634856,0.10024770340255806,0.07617346772046113,-0.26566192844789116,0.3083913436045511,5.619528351430425e-06,0.5920785542516454,0.5920785542516454,0.008919304973634856,0.008919304973634856,0.5920785542516454,0.5920785542516454
cas9,0.677577792476879,-0.3167722945595365,-1.27675647831893e-15,-0.3167722945652322,-0.004654836952894648,-0.3168873642566147,0.6831126357433853,0.6831126357433853,-0.0046552519617980015,-1.27675647831893e-15,-1.27675647831893e-15,-0.3168873642566147,-1.1657341758564144e-15,0.00016097052186830885,-0.15173793453533302,-1.27675647831893e-15,0.00651258132942889,0.00651258132942889,0.00651258132942889,0.00016097052186830885,0.00651258132942889,0.00651258132942889,0.00651258132942889,0.00651258132942889,-1.27675647831893e-15,-1.27675647831893e-15,0.00651258132942889,0.00651258132942889,-3.6146058507435797e-06,0.0003584730375309486,4.096124247288113e-06,-0.3167722945652322,0.00651258132942889,0.49996100235083085,0.49996100235083085,0.00016097052186830885,-0.0019752948549149885,-0.3167722945652322,-0.3168873642566147,0.0003584730375309486,-1.27675647831893e-15,-0.004654481354693707,0.00651258132942889,-0.0019752948549149885,-0.3167722945595365,-1.27675647831893e-15,0.005028398822259528,0.005028398822259528,0.677577792476879,0.677577792476879,0.07480518320250296,-0.004654481354693707,0.00016097052186830885,0.00016097052186830885,-0.3168873642566147,0.00016097052186830885,0.00651258132942889,0.07480518320250296,0.05647554353503037,-0.13513276057385815,0.24943618864640804,4.096124247288113e-06,0.6831126357433853,0.6831126357433853,0.00651258132942889,0.00651258132942889,0.6831126357433852,0.6831126357433852
cellDeath,0.9348872439839232,-0.06509405360606114,-0.06509405360606114,-0.06509405360606114,-0.0054075382195603455,-0.06509405360606114,0.9349059463939389,0.9349059463939389,-0.00540799435357589,-0.06509405360606114,-0.06509405360606114,-0.0648235881099503,-0.06509405360606114,4.6820737499855825e-05,-0.05917306298730904,-0.06509405360606114,0.007739723743692528,0.007739723743692528,0.007739723743692528,4.6820737499855825e-05,0.007739723743692528,0.007739723743692528,0.007739723743692528,0.007739723743692528,0.2837408242481116,0.2837408242481116,0.007739723743692528,0.007739723743692528,-0.00014494000636962323,0.0002774367052146981,-0.0001359646115589308,-0.06509405360606114,0.007739723743692528,0.8900794408900088,0.8901257890366263,4.6820737499855825e-05,-0.002412640485569703,-0.06509405360606114,-0.06509405360606114,0.0002774367052146981,8.550265018208991e-05,-0.00540714738162771,0.007739723743692528,-0.002412640485569703,-0.06509405360606114,0.2622172405722638,0.005890841800264696,0.005890841800264696,0.9348872439839232,0.9348872439839232,0.1261041299996697,-0.00540714738162771,4.6820737499855825e-05,4.6820737499855825e-05,-0.06509405360606114,4.6820737499855825e-05,0.007739723743692528,0.1267713737922484,0.08792836438318176,-0.06499052389043587,0.5579852392223065,-0.0001359646115589308,0.9349059463939389,0.9349059463939389,0.007739723743692528,0.007739723743692528,0.9349059463939389,0.9349059463939389
CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9741478529371543,0.0,0.0,-0.0029622846142438597,-0.0029622846142438597,-0.0029622846142438597,-0.9741478529371543,-0.0029622846142438597,-0.0029622846142438597,-0.0029622846142438597,-0.0029622846142438597,0.0,0.0,-0.0029622846142438597,-0.0029622846142438597,0.0,0.0,0.0,0.0,-0.0029622846142438597,-0.3400319793349105,-0.3400319793349105,-0.9741478529371543,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029622846142438597,0.0,0.0,0.0,-0.002286736431137304,-0.002286736431137304,0.0,0.0,-0.03462694046550141,0.0,-0.9741478529371543,-0.9741478529371543,0.0,-0.9741478529371543,-0.0029622846142438597,-0.03462694046550141,-0.025994175692319432,0.0,-0.1265307197741271,0.0,0.0,0.0,-0.0029622846142438597,-0.0029622846142438597,0.0,0.0
cytc,0.6745111475514823,-0.21837777585992213,0.0,-0.21837777588447385,-0.002657113130482419,-0.21907216791441808,0.7809278320855817,0.7809278320855817,-0.002657350025981192,0.0,0.0,0.0,0.0,9.188938336021635e-05,-0.21907216791441808,0.0,0.0037180147614242487,0.0037180147614242487,0.0037180147614242487,9.188938336021635e-05,0.0037180147614242487,0.0037180147614242487,0.0037180147614242487,0.0037180147614242487,0.0,0.0,0.0037180147614242487,0.0037180147614242487,-2.0633801244285266e-06,0.00020463331018924502,2.3382527267468145e-06,-0.21837777588447374,0.0037180147614242487,0.3413320897944544,0.3413320897944544,9.188938336021635e-05,-0.0011275692884708255,-0.21837777588447374,-0.21907216791441808,0.00020463331018924502,0.0,-0.002656910147817354,0.0037180147614242487,-0.0011275692884708255,-0.21837777585992213,0.0,0.0028706246618274422,0.0028706246618274422,0.6745111475514823,0.6745111475514823,0.0428899493405861,-0.002656910147817354,9.188938336021635e-05,9.188938336021635e-05,-0.21907216791441808,9.188938336021635e-05,0.0037180147614242487,0.0428899493405861,0.0323245157850896,0.0,0.14838837453879705,2.3382527267468145e-06,0.7809278320855817,0.7809278320855817,0.0037180147614242487,0.0037180147614242487,0.0,0.0
DNAfrag,0.8588374189391698,-0.14113694798889695,-5.961523805164681e-08,-0.14113694798889695,-0.006342981076925075,-0.14113694798891838,0.8588630520110816,0.8588630520110816,-0.006343539961978062,-0.14113694798891838,-0.14113694798891838,-0.1328735655221837,6.397200005003878e-07,0.00022193198010955761,-0.10101208285046723,-0.14113694798891838,0.009120587647615003,0.009120587647615003,0.009120587647615003,0.00022193198010955761,0.009120587647615003,0.009120587647615003,0.009120587647615003,0.009120587647615003,0.2428052922704891,0.2428052922704891,0.009120587647615003,0.009120587647615003,-5.042435335944617e-06,0.0004945443521888193,5.587096619630305e-06,-0.14113694798889695,0.009120587647615003,0.7987340176286906,0.7987340157669535,0.00022193198010955761,-0.0027098010423905194,-0.14113694798889695,-0.14113694798891838,0.0004945443521888193,-5.500521299550698e-08,-0.0063425021982556895,0.009120587647615003,-0.0027098010423905194,-0.14113694798889695,0.22646232495985205,0.007017067865173754,0.007017067865173754,0.8588374189391698,0.8588374189391698,0.12001322353097307,-0.0063425021982556895,0.00022193198010955761,0.00022193198010955761,-0.14113694798891838,0.00022193198010955761,0.009120587647615003,0.12001323898353486,0.08781374185161545,-0.1360758464867926,0.4594108716532386,5.587096619630305e-06,0.8588630520110816,0.8588630520110816,0.009120587647615003,0.009120587647615003,0.8588630520110816,0.8588630520110816
EGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003874074658237525,-0.003874074658237525,-0.003874074658237525,-0.9653483755715743,-0.003874074658237525,-0.003874074658237525,-0.003874074658237525,-0.003874074658237525,0.0,0.0,-0.003874074658237525,-0.003874074658237525,0.0,0.0,0.0,0.0,-0.003874074658237525,-0.35534598045754495,-0.35534598045754495,-0.9653483755715743,0.0,0.0,0.0,0.0,0.0,0.0,-0.003874074658237525,0.0,0.0,0.0,-0.0029922833448968733,-0.0029922833448968733,0.0,0.0,-0.044128353065091,0.0,-0.9653483755715743,-0.9653483755715743,0.0,0.0,-0.003874074658237525,-0.044128353065091,-0.03335744017611453,0.0,-0.15052369405918686,0.0,0.0,0.0,-0.003874074658237525,-0.003874074658237525,0.0,0.0
FGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iCAD,-0.6046372489303755,0.3951232738797885,2.482236638456925e-11,0.3951232738799263,0.00733632623408953,0.39512519528863055,-0.6048748047113695,-0.6048748047113695,0.007336981219560168,2.482236638456925e-11,0.39512519528863055,0.269850376898251,1.8512968935624485e-12,-0.00025332746027095787,0.15760888210193258,2.482236638456925e-11,-0.010228134949706424,-0.010228134949706424,-0.010228134949706424,-0.00025332746027095787,-0.010228134949706424,-0.010228134949706424,-0.010228134949706424,-0.010228134949706424,-0.6048748047113695,-0.6048748047113695,-0.010228134949706424,-0.010228134949706424,5.688806592241136e-06,-0.0005641122675035248,-6.446570392948381e-06,0.3951232738799263,-0.010228134949706424,-0.5431839371586136,-0.5431839371585911,-0.00025332746027095787,0.003110678804171263,0.3951232738799263,0.39512519528863055,-0.0005641122675035248,2.476807647866508e-11,0.007335765013351425,-0.010228134949706424,0.003110678804171263,0.3951232738797885,2.482236638456925e-11,-0.007901084320047547,-0.007901084320047547,-0.6046372489303755,-0.6046372489303755,-0.11407098462139409,0.007335765013351425,-0.00025332746027095787,-0.00025332746027095787,0.39512519528863055,-0.00025332746027095787,-0.010228134949706424,-0.11407098462167087,-0.08690821714927022,0.2925206090739644,-0.3384230760225573,-6.446570392948381e-06,-0.6048748047113695,-0.6048748047113695,-0.010228134949706424,-0.010228134949706424,-0.6048748047113695,-0.6048748047113695
iCADt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
